date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:34:19	353/353	---M--	302	error ('Found')	text/html	date:Wed,%2014%20May%202014%2004:34:17%20GMT	http://hosting.csumb.edu/classes/vonbuelowrichardl/dolphinSharks/images/shark1.svg	C:/My%20Web%20Sites/DolphinsVsSharks/hosting.csumb.edu/classes/vonbuelowrichardl/dolphinSharks/images/shark1.b.delayed	(from http://rvonbuelow.info/pages/game.html)
21:34:19	3185/3185	---M--	200	added ('OK')	image/svg+xml	etag:%22120046-c71-4daeff4e07e93%22	http://hosting.otterlabs.org/classes/vonbuelowrichardl/dolphinSharks/images/shark1.svg	C:/My%20Web%20Sites/DolphinsVsSharks/hosting.otterlabs.org/classes/vonbuelowrichardl/dolphinSharks/images/shark1.svg	(from http://rvonbuelow.info/pages/game.html)
21:34:20	353/353	---M--	302	error ('Found')	text/html	date:Wed,%2014%20May%202014%2004:34:17%20GMT	http://hosting.csumb.edu/classes/vonbuelowrichardl/dolphinSharks/images/shark2.svg	C:/My%20Web%20Sites/DolphinsVsSharks/hosting.csumb.edu/classes/vonbuelowrichardl/dolphinSharks/images/shark2.d.delayed	(from http://rvonbuelow.info/pages/game.html)
21:34:20	5083/5083	---M--	200	added ('OK')	image/svg+xml	etag:%2212002d-13db-4daeff4df422b%22	http://hosting.otterlabs.org/classes/vonbuelowrichardl/dolphinSharks/images/shark2.svg	C:/My%20Web%20Sites/DolphinsVsSharks/hosting.otterlabs.org/classes/vonbuelowrichardl/dolphinSharks/images/shark2.svg	(from http://rvonbuelow.info/pages/game.html)
21:34:20	353/353	---M--	302	error ('Found')	text/html	date:Wed,%2014%20May%202014%2004:34:18%20GMT	http://hosting.csumb.edu/classes/vonbuelowrichardl/dolphinSharks/images/shark3.svg	C:/My%20Web%20Sites/DolphinsVsSharks/hosting.csumb.edu/classes/vonbuelowrichardl/dolphinSharks/images/shark3.f.delayed	(from http://rvonbuelow.info/pages/game.html)
21:34:20	3267/3267	---M--	200	added ('OK')	image/svg+xml	etag:%22120045-cc3-4daeff4dfcecb%22	http://hosting.otterlabs.org/classes/vonbuelowrichardl/dolphinSharks/images/shark3.svg	C:/My%20Web%20Sites/DolphinsVsSharks/hosting.otterlabs.org/classes/vonbuelowrichardl/dolphinSharks/images/shark3.svg	(from http://rvonbuelow.info/pages/game.html)
21:34:21	351/351	---M--	302	error ('Found')	text/html	date:Wed,%2014%20May%202014%2004:34:18%20GMT	http://hosting.csumb.edu/classes/vonbuelowrichardl/dolphinSharks/images/mine.svg	C:/My%20Web%20Sites/DolphinsVsSharks/hosting.csumb.edu/classes/vonbuelowrichardl/dolphinSharks/images/mine.11.delayed	(from http://rvonbuelow.info/pages/game.html)
21:34:21	7941/7941	---M--	200	added ('OK')	image/svg+xml	etag:%22120adc-1f05-4dac4f4512cf5%22	http://hosting.otterlabs.org/classes/vonbuelowrichardl/dolphinSharks/images/mine.svg	C:/My%20Web%20Sites/DolphinsVsSharks/hosting.otterlabs.org/classes/vonbuelowrichardl/dolphinSharks/images/mine.svg	(from http://rvonbuelow.info/pages/game.html)
21:34:21	356/356	---M--	302	error ('Found')	text/html	date:Wed,%2014%20May%202014%2004:34:19%20GMT	http://hosting.csumb.edu/classes/vonbuelowrichardl/dolphinSharks/images/chainLong.svg	C:/My%20Web%20Sites/DolphinsVsSharks/hosting.csumb.edu/classes/vonbuelowrichardl/dolphinSharks/images/chainLong.13.delayed	(from http://rvonbuelow.info/pages/game.html)
21:34:22	11146/11146	---M--	200	added ('OK')	image/svg+xml	etag:%22120add-2b8a-4dac538e701a6%22	http://hosting.otterlabs.org/classes/vonbuelowrichardl/dolphinSharks/images/chainLong.svg	C:/My%20Web%20Sites/DolphinsVsSharks/hosting.otterlabs.org/classes/vonbuelowrichardl/dolphinSharks/images/chainLong.svg	(from http://rvonbuelow.info/pages/game.html)
21:34:22	355/355	---M--	302	error ('Found')	text/html	date:Wed,%2014%20May%202014%2004:34:20%20GMT	http://hosting.csumb.edu/classes/vonbuelowrichardl/dolphinSharks/images/dolphin1.svg	C:/My%20Web%20Sites/DolphinsVsSharks/hosting.csumb.edu/classes/vonbuelowrichardl/dolphinSharks/images/dolphin1.15.delayed	(from http://rvonbuelow.info/pages/game.html)
21:34:22	2262/2262	---M--	200	added ('OK')	image/svg+xml	etag:%22120aea-8d6-4dad73b2337cc%22	http://hosting.otterlabs.org/classes/vonbuelowrichardl/dolphinSharks/images/dolphin1.svg	C:/My%20Web%20Sites/DolphinsVsSharks/hosting.otterlabs.org/classes/vonbuelowrichardl/dolphinSharks/images/dolphin1.svg	(from http://rvonbuelow.info/pages/game.html)
21:34:22	355/355	---M--	302	error ('Found')	text/html	date:Wed,%2014%20May%202014%2004:34:20%20GMT	http://hosting.csumb.edu/classes/vonbuelowrichardl/dolphinSharks/images/dolphin2.svg	C:/My%20Web%20Sites/DolphinsVsSharks/hosting.csumb.edu/classes/vonbuelowrichardl/dolphinSharks/images/dolphin2.17.delayed	(from http://rvonbuelow.info/pages/game.html)
21:34:23	2253/2253	---M--	200	added ('OK')	image/svg+xml	etag:%22120aec-8cd-4dad748cd4f84%22	http://hosting.otterlabs.org/classes/vonbuelowrichardl/dolphinSharks/images/dolphin2.svg	C:/My%20Web%20Sites/DolphinsVsSharks/hosting.otterlabs.org/classes/vonbuelowrichardl/dolphinSharks/images/dolphin2.svg	(from http://rvonbuelow.info/pages/game.html)
21:34:23	355/355	---M--	302	error ('Found')	text/html	date:Wed,%2014%20May%202014%2004:34:21%20GMT	http://hosting.csumb.edu/classes/vonbuelowrichardl/dolphinSharks/images/dolphin3.svg	C:/My%20Web%20Sites/DolphinsVsSharks/hosting.csumb.edu/classes/vonbuelowrichardl/dolphinSharks/images/dolphin3.19.delayed	(from http://rvonbuelow.info/pages/game.html)
21:34:23	2284/2284	---M--	200	added ('OK')	image/svg+xml	etag:%22120aed-8ec-4dad73b1d5014%22	http://hosting.otterlabs.org/classes/vonbuelowrichardl/dolphinSharks/images/dolphin3.svg	C:/My%20Web%20Sites/DolphinsVsSharks/hosting.otterlabs.org/classes/vonbuelowrichardl/dolphinSharks/images/dolphin3.svg	(from http://rvonbuelow.info/pages/game.html)
21:34:24	358/358	---M--	302	error ('Found')	text/html	date:Wed,%2014%20May%202014%2004:34:22%20GMT	http://hosting.csumb.edu/classes/vonbuelowrichardl/dolphinSharks/images/bottomBoard.png	C:/My%20Web%20Sites/DolphinsVsSharks/hosting.csumb.edu/classes/vonbuelowrichardl/dolphinSharks/images/bottomBoard.1b.delayed	(from http://rvonbuelow.info/pages/game.html)
21:34:25	95786/95786	---MC-	200	added ('OK')	text/javascript	date:Tue,%2013%20May%202014%2002:26:31%20GMT	http://ajax.googleapis.com/ajax/libs/jquery/1/jquery.min.js	C:/My%20Web%20Sites/DolphinsVsSharks/ajax.googleapis.com/ajax/libs/jquery/1/jquery.min.js	(from http://rvonbuelow.info/pages/game.html)
21:34:25	351/351	---M--	302	error ('Found')	text/html	date:Wed,%2014%20May%202014%2004:34:22%20GMT	http://hosting.csumb.edu/classes/vonbuelowrichardl/dolphinSharks/images/fish.svg	C:/My%20Web%20Sites/DolphinsVsSharks/hosting.csumb.edu/classes/vonbuelowrichardl/dolphinSharks/images/fish.1d.delayed	(from http://rvonbuelow.info/pages/game.html)
21:34:25	3323/3323	---M--	200	added ('OK')	image/svg+xml	etag:%22120daa-cfb-4db8e242054a3%22	http://hosting.otterlabs.org/classes/vonbuelowrichardl/dolphinSharks/images/fish.svg	C:/My%20Web%20Sites/DolphinsVsSharks/hosting.otterlabs.org/classes/vonbuelowrichardl/dolphinSharks/images/fish.svg	(from http://rvonbuelow.info/pages/game.html)
21:34:25	351/351	---M--	302	error ('Found')	text/html	date:Wed,%2014%20May%202014%2004:34:23%20GMT	http://hosting.csumb.edu/classes/vonbuelowrichardl/dolphinSharks/audio/sonar.ogg	C:/My%20Web%20Sites/DolphinsVsSharks/hosting.csumb.edu/classes/vonbuelowrichardl/dolphinSharks/audio/sonar.1f.delayed	(from http://rvonbuelow.info/pages/game.html)
21:34:26	351/351	---M--	302	error ('Found')	text/html	date:Wed,%2014%20May%202014%2004:34:24%20GMT	http://hosting.csumb.edu/classes/vonbuelowrichardl/dolphinSharks/audio/sonar.mp3	C:/My%20Web%20Sites/DolphinsVsSharks/hosting.csumb.edu/classes/vonbuelowrichardl/dolphinSharks/audio/sonar.21.delayed	(from http://rvonbuelow.info/pages/game.html)
21:34:30	23514/23514	---M--	200	added ('OK')	audio/mpeg	etag:%22120b0f-5bda-4db0e2ca54f5e%22	http://hosting.otterlabs.org/classes/vonbuelowrichardl/dolphinSharks/audio/sonar.mp3	C:/My%20Web%20Sites/DolphinsVsSharks/hosting.otterlabs.org/classes/vonbuelowrichardl/dolphinSharks/audio/sonar.mp3	(from http://rvonbuelow.info/pages/game.html)
21:34:30	30817/30817	---M--	200	added ('OK')	audio/ogg	etag:%22120b10-7861-4db0e2f7710e6%22	http://hosting.otterlabs.org/classes/vonbuelowrichardl/dolphinSharks/audio/sonar.ogg	C:/My%20Web%20Sites/DolphinsVsSharks/hosting.otterlabs.org/classes/vonbuelowrichardl/dolphinSharks/audio/sonar.ogg	(from http://rvonbuelow.info/pages/game.html)
21:34:30	351/351	---M--	302	error ('Found')	text/html	date:Wed,%2014%20May%202014%2004:34:28%20GMT	http://hosting.csumb.edu/classes/vonbuelowrichardl/dolphinSharks/audio/lucky.ogg	C:/My%20Web%20Sites/DolphinsVsSharks/hosting.csumb.edu/classes/vonbuelowrichardl/dolphinSharks/audio/lucky.23.delayed	(from http://rvonbuelow.info/pages/game.html)
21:34:31	351/351	---M--	302	error ('Found')	text/html	date:Wed,%2014%20May%202014%2004:34:28%20GMT	http://hosting.csumb.edu/classes/vonbuelowrichardl/dolphinSharks/audio/lucky.mp3	C:/My%20Web%20Sites/DolphinsVsSharks/hosting.csumb.edu/classes/vonbuelowrichardl/dolphinSharks/audio/lucky.25.delayed	(from http://rvonbuelow.info/pages/game.html)
21:34:33	64316/64316	---M--	200	added ('OK')	image/png	etag:%22120d94-fb3c-4db853bd0830e%22	http://hosting.otterlabs.org/classes/vonbuelowrichardl/dolphinSharks/images/bottomBoard.png	C:/My%20Web%20Sites/DolphinsVsSharks/hosting.otterlabs.org/classes/vonbuelowrichardl/dolphinSharks/images/bottomBoard.png	(from http://rvonbuelow.info/pages/game.html)
21:34:33	352/352	---M--	302	error ('Found')	text/html	date:Wed,%2014%20May%202014%2004:34:31%20GMT	http://hosting.csumb.edu/classes/vonbuelowrichardl/dolphinSharks/images/lives.svg	C:/My%20Web%20Sites/DolphinsVsSharks/hosting.csumb.edu/classes/vonbuelowrichardl/dolphinSharks/images/lives.27.delayed	(from http://rvonbuelow.info/pages/game.html)
21:34:34	1486/1486	---M--	200	added ('OK')	image/svg+xml	etag:%22120b03-5ce-4db0d317cebfb%22	http://hosting.otterlabs.org/classes/vonbuelowrichardl/dolphinSharks/images/lives.svg	C:/My%20Web%20Sites/DolphinsVsSharks/hosting.otterlabs.org/classes/vonbuelowrichardl/dolphinSharks/images/lives.svg	(from http://rvonbuelow.info/pages/game.html)
21:34:34	352/352	---M--	302	error ('Found')	text/html	date:Wed,%2014%20May%202014%2004:34:32%20GMT	http://hosting.csumb.edu/classes/vonbuelowrichardl/dolphinSharks/images/sonar.svg	C:/My%20Web%20Sites/DolphinsVsSharks/hosting.csumb.edu/classes/vonbuelowrichardl/dolphinSharks/images/sonar.29.delayed	(from http://rvonbuelow.info/pages/game.html)
21:34:34	942/942	---M--	200	added ('OK')	image/svg+xml	etag:%22120b04-3ae-4db0d4bbb2efb%22	http://hosting.otterlabs.org/classes/vonbuelowrichardl/dolphinSharks/images/sonar.svg	C:/My%20Web%20Sites/DolphinsVsSharks/hosting.otterlabs.org/classes/vonbuelowrichardl/dolphinSharks/images/sonar.svg	(from http://rvonbuelow.info/pages/game.html)
21:34:36	77/77	---MCZ	200	added ('OK')	text/plain	date:Wed,%2014%20May%202014%2004:34:32%20GMT	http://fonts.googleapis.com/robots.txt		(from http://rvonbuelow.info/pages/game.html)
21:34:38	146288/146288	---M--	200	added ('OK')	image/png	etag:%22120f75-23b70-4dbe33348282e%22	http://hosting.otterlabs.org/classes/vonbuelowrichardl/Portfolio/images/island3.png	C:/My%20Web%20Sites/DolphinsVsSharks/hosting.otterlabs.org/classes/vonbuelowrichardl/Portfolio/images/island3.png	(from http://rvonbuelow.info/pages/game.html)
21:39:54	3964151/3964151	---M--	200	added ('OK')	audio/mpeg	etag:%22120b12-3c7cf7-4db0e854633ac%22	http://hosting.otterlabs.org/classes/vonbuelowrichardl/dolphinSharks/audio/lucky.mp3	C:/My%20Web%20Sites/DolphinsVsSharks/hosting.otterlabs.org/classes/vonbuelowrichardl/dolphinSharks/audio/lucky.mp3	(from http://rvonbuelow.info/pages/game.html)
21:40:28	4810718/4810718	---M--	200	added ('OK')	audio/ogg	etag:%22120b11-4967de-4db0e85430efc%22	http://hosting.otterlabs.org/classes/vonbuelowrichardl/dolphinSharks/audio/lucky.ogg	C:/My%20Web%20Sites/DolphinsVsSharks/hosting.otterlabs.org/classes/vonbuelowrichardl/dolphinSharks/audio/lucky.ogg	(from http://rvonbuelow.info/pages/game.html)
